id,type of property,subtype of property,locality,province,postalCode,price,type of sale,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10679324,HOUSE,HOUSE,Seraing,Liège,4100,159000,residential_sale,3,14,installed,False,False,True,64.0,True,106.0,87.0,145.0,2.0,False,just_renovated
10679325,HOUSE,HOUSE,Vise,Liège,4600,229000,residential_sale,3,19,installed,False,False,True,136.0,,,145.0,184.0,3.0,False,good
10679351,HOUSE,VILLA,Vilvoorde,Flemish Brabant,1800,430000,residential_sale,3,17,semi_equipped,False,False,True,40.0,True,400.0,132.0,623.0,3.0,False,good
10679090,HOUSE,HOUSE,Oudenaarde,East Flanders,9700,439000,residential_sale,2,21,hyper_equipped,False,False,True,25.0,True,420.0,161.0,680.0,4.0,False,as_new
10678835,HOUSE,HOUSE,Dilbeek,Flemish Brabant,1700,529000,residential_sale,4,29,installed,,False,True,,,,315.0,8002.0,3.0,False,to_renovate
10679053,HOUSE,HOUSE,Gent,East Flanders,9000,785000,residential_sale,4,46,semi_equipped,False,False,True,33.0,True,93.0,266.0,262.0,2.0,False,to_renovate
10675619,HOUSE,HOUSE,Ronse,East Flanders,9600,135000,residential_sale,5,18,installed,False,False,,,,,162.0,60.0,2.0,False,good
10677619,HOUSE,HOUSE,Liege,Liège,4031,179000,residential_sale,3,29,installed,False,False,True,16.0,True,43.0,137.0,145.0,2.0,False,good
10673624,HOUSE,VILLA,Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,Walloon Brabant,1421,529000,residential_sale,3,59,installed,False,False,True,20.0,True,800.0,165.0,1200.0,4.0,False,to_be_done_up
10673197,HOUSE,TOWN_HOUSE,Watermael-Boitsfort,Brussels,1170,749000,residential_sale,5,43,installed,False,False,True,14.0,True,152.0,205.0,220.0,2.0,False,to_be_done_up
10673001,HOUSE,VILLA,Zaventem,Flemish Brabant,1933,755000,residential_sale,5,60,hyper_equipped,,False,True,33.0,True,300.0,241.0,500.0,4.0,False,good
10671514,HOUSE,MIXED_USE_BUILDING,Ronse,East Flanders,9600,295000,residential_sale,5,23,installed,False,False,,,,,339.0,160.0,2.0,False,to_be_done_up
10671574,HOUSE,HOUSE,Antwerp,Antwerp,2018,910000,residential_sale,5,0,usa_hyper_equipped,,False,True,18.0,True,131.0,310.0,242.0,2.0,,good
10678894,HOUSE,HOUSE,Schaerbeek,Brussels,1030,595000,residential_sale,4,26,usa_hyper_equipped,False,False,True,,True,30.0,175.0,1.0,2.0,False,as_new
10678805,HOUSE,MIXED_USE_BUILDING,Saint-Gilles,Brussels,1060,795000,residential_sale,6,0,installed,False,False,,,True,20.0,300.0,250.0,2.0,False,good
10668977,HOUSE,HOUSE,Seraing,Liège,4100,149000,residential_sale,2,14,semi_equipped,False,False,True,,True,25.0,105.0,105.0,2.0,False,good
10669506,HOUSE,HOUSE,Anderlecht,Brussels,1070,399000,residential_sale,4,0,semi_equipped,False,False,True,10.0,True,140.0,170.0,210.0,2.0,False,to_be_done_up
10669505,HOUSE,VILLA,Wavre,Walloon Brabant,1300,435000,residential_sale,4,57,usa_installed,False,False,True,30.0,True,526.0,185.0,748.0,4.0,False,good
10669507,HOUSE,EXCEPTIONAL_PROPERTY,Anderlecht,Brussels,1070,960000,residential_sale,6,70,usa_hyper_equipped,False,False,True,40.0,True,290.0,400.0,1090.0,3.0,False,as_new
10678123,HOUSE,HOUSE,Bouge,Namur,5004,210000,residential_sale,2,45,installed,,True,,,True,85.0,83.0,166.0,3.0,,to_be_done_up
10677787,HOUSE,MIXED_USE_BUILDING,Andenne,Namur,5300,245000,residential_sale,4,24,installed,,True,True,40.0,,,240.0,214.0,2.0,,to_be_done_up
10576366,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,260000,residential_sale,2,24,installed,,False,True,20.0,True,55.0,130.0,155.0,2.0,,good
10675317,HOUSE,HOUSE,Sprimont,Liège,4140,349000,residential_sale,4,17,installed,False,False,True,30.0,True,120.0,175.0,311.0,3.0,False,to_be_done_up
10678111,HOUSE,HOUSE,ZERKEGEM,West Flanders,8490,440000,residential_sale,3,0,installed,,True,True,,,,161.0,1846.0,4.0,,good
10675584,HOUSE,HOUSE,Ottignies-Louvain-la-Neuve Céroux-Mousty,Walloon Brabant,1341,465000,residential_sale,3,20,semi_equipped,False,False,,,True,800.0,230.0,837.0,4.0,False,good
10677091,HOUSE,VILLA,Nieuwpoort,West Flanders,8620,520000,residential_sale,4,0,installed,False,False,True,40.0,True,400.0,221.0,753.0,4.0,False,to_be_done_up
10675314,HOUSE,HOUSE,Etterbeek,Brussels,1040,595000,residential_sale,3,32,installed,False,False,True,,,,150.0,140.0,3.0,False,to_renovate
10676873,HOUSE,HOUSE,Tervuren,Flemish Brabant,3080,935000,residential_sale,5,0,installed,,True,True,28.0,True,,295.0,1362.0,4.0,,to_be_done_up
10666853,HOUSE,HOUSE,Saint-Nicolas,Liège,4420,319000,residential_sale,3,29,usa_installed,False,False,True,34.0,True,82.0,194.0,197.0,2.0,False,as_new
10667297,HOUSE,HOUSE,Gent,East Flanders,9000,319000,residential_sale,3,21,usa_semi_equipped,False,False,,,True,8.0,154.0,55.0,2.0,False,to_be_done_up
10678924,APARTMENT,APARTMENT,Wichelen Serskamp,East Flanders,9260,195000,residential_sale,2,0,usa_hyper_equipped,False,False,True,,,,91.0,,3.0,False,as_new
10679101,APARTMENT,PENTHOUSE,Liège,Liège,4020,375000,residential_sale,3,62,not_installed,False,False,,,,,214.0,,2.0,False,to_be_done_up
10677844,APARTMENT,APARTMENT,Gent,East Flanders,9000,185000,residential_sale,2,30,semi_equipped,,True,True,2.0,,,101.0,,2.0,,to_restore
10676921,APARTMENT,FLAT_STUDIO,SINT-LAMBRECHTS-WOLUWE,Brussels,1200,199000,residential_sale,0,0,installed,True,True,True,3.0,,,31.0,0.0,4.0,,good
10677802,APARTMENT,APARTMENT,Deurne,Antwerp,2100,245000,residential_sale,2,38,installed,,True,True,6.0,,,106.0,,3.0,,just_renovated
10677800,APARTMENT,APARTMENT,Deurne,Antwerp,2100,299000,residential_sale,2,38,installed,,True,,,True,25.0,106.0,,3.0,,just_renovated
10677649,APARTMENT,APARTMENT,Uccle,Brussels,1180,315000,residential_sale,2,0,installed,False,False,True,6.0,,,77.0,,2.0,False,as_new
10677382,APARTMENT,APARTMENT,Waterloo,Walloon Brabant,1410,380000,residential_sale,3,39,installed,False,False,True,8.0,,,116.0,,2.0,,good
10676530,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,594000,residential_sale,3,35,installed,True,False,True,6.0,,,78.0,,2.0,False,as_new
10479538,APARTMENT,APARTMENT,Knokke-Heist,West Flanders,8300,647500,residential_sale,2,0,usa_hyper_equipped,False,False,True,,,,74.0,0.0,2.0,False,just_renovated
10673143,APARTMENT,APARTMENT,Arlon,Luxembourg,6700,230000,residential_sale,1,0,installed,,True,True,,,,54.0,0.0,,,good
10673142,APARTMENT,APARTMENT,Aubange,Luxembourg,6790,260000,residential_sale,2,0,installed,,True,,,True,,110.0,0.0,4.0,,good
10673608,APARTMENT,APARTMENT,Gent,East Flanders,9000,299000,residential_sale,1,30,hyper_equipped,,True,True,9.0,,,76.0,,2.0,,good
10673609,APARTMENT,APARTMENT,GENTBRUGGE,East Flanders,9050,299000,residential_sale,1,30,hyper_equipped,,True,True,9.0,,,76.0,,2.0,,good
10631448,APARTMENT,APARTMENT,Gent,East Flanders,9000,405000,residential_sale,3,38,installed,,True,,,,,110.0,0.0,2.0,,just_renovated
10673204,APARTMENT,APARTMENT,Uccle,Brussels,1180,750000,residential_sale,2,75,hyper_equipped,False,False,True,40.0,,,197.0,0.0,4.0,False,as_new
10672667,APARTMENT,PENTHOUSE,Ixelles,Brussels,1050,200000,residential_sale,1,23,semi_equipped,False,False,True,8.0,,,43.0,,2.0,,as_new
10672892,APARTMENT,APARTMENT,Leuven,Flemish Brabant,3000,295000,residential_sale,2,25,installed,,False,True,12.0,,,81.0,,2.0,,good
10672808,APARTMENT,DUPLEX,Mechelen,Antwerp,2800,339000,residential_sale,2,0,installed,,True,True,5.0,True,6.0,90.0,0.0,1.0,False,as_new
10672511,APARTMENT,APARTMENT,Watermael-Boitsfort,Brussels,1170,345000,residential_sale,2,29,installed,False,False,True,17.0,,,88.0,0.0,,False,just_renovated
10672778,APARTMENT,APARTMENT,Gent,East Flanders,9000,549000,residential_sale,3,0,semi_equipped,False,False,True,3.0,,,145.0,,4.0,False,to_be_done_up
10672098,APARTMENT,APARTMENT,ROCOURT,Liège,4000,420000,residential_sale,3,44,installed,,True,True,18.0,,,144.0,0.0,,,good
10672317,APARTMENT,APARTMENT,Sint-Pieters-Woluwe,Brussels,1150,765000,residential_sale,4,0,hyper_equipped,False,False,True,11.0,,,253.0,0.0,2.0,False,good
10672307,APARTMENT,APARTMENT,Brussels City,Brussels,1000,985000,residential_sale,4,0,hyper_equipped,False,False,,,,,221.0,0.0,2.0,False,to_be_done_up
10679364,APARTMENT,FLAT_STUDIO,Schaerbeek,Brussels,1030,165000,residential_sale,0,30,installed,False,False,True,5.0,,,40.0,0.0,4.0,False,just_renovated
10679052,APARTMENT,APARTMENT,Gent,East Flanders,9000,435000,residential_sale,2,24,usa_hyper_equipped,False,False,True,2.0,,,100.0,,2.0,False,as_new
10678994,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,Brussels,1150,570000,residential_sale,2,55,usa_hyper_equipped,False,False,True,8.0,,,105.0,,2.0,False,just_renovated
10678815,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,595000,residential_sale,4,45,hyper_equipped,False,False,True,9.0,,,150.0,0.0,2.0,,good
10670795,APARTMENT,APARTMENT,Borgerhout,Antwerp,2140,175000,residential_sale,2,33,semi_equipped,,True,True,20.0,,,102.0,,3.0,,to_be_done_up
10668949,APARTMENT,APARTMENT,Anderlecht,Brussels,1070,239000,residential_sale,2,0,usa_hyper_equipped,False,False,,,,,82.0,0.0,2.0,False,as_new
10667819,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,320000,residential_sale,3,22,installed,False,False,True,20.0,True,250.0,88.0,405.0,3.0,False,good
10666111,HOUSE,VILLA,Waterloo,Walloon Brabant,1410,498000,residential_sale,5,33,hyper_equipped,False,False,True,,True,700.0,140.0,1132.0,4.0,False,to_be_done_up
10666139,HOUSE,VILLA,Lasne,Walloon Brabant,1380,995000,residential_sale,6,53,not_installed,False,False,,,,,300.0,14631.0,4.0,False,to_restore
10673206,HOUSE,HOUSE,Mechelen,Antwerp,2800,513000,residential_sale,3,34,hyper_equipped,,False,True,,True,600.0,160.0,699.0,3.0,False,as_new
10665484,HOUSE,HOUSE,Geraardsbergen,East Flanders,9500,240000,residential_sale,3,20,installed,,True,,,,,125.0,58.0,2.0,,just_renovated
10664236,HOUSE,HOUSE,Bruxelles,Brussels,1000,550000,residential_sale,5,0,installed,False,False,,,,,265.0,110.0,2.0,False,to_be_done_up
10663833,HOUSE,MANSION,Ninove,East Flanders,9400,615000,residential_sale,5,50,installed,False,False,True,,True,1100.0,450.0,1260.0,4.0,False,good
10672578,HOUSE,HOUSE,Linkebeek,Flemish Brabant,1630,495000,residential_sale,3,39,installed,,True,True,,,,161.0,303.0,3.0,,good
10676543,HOUSE,TOWN_HOUSE,Vilvoorde,Flemish Brabant,1800,339000,residential_sale,2,36,not_installed,False,False,True,44.0,True,72.0,132.0,165.0,2.0,False,to_be_done_up
10676544,HOUSE,HOUSE,Zaventem,Flemish Brabant,1930,345000,residential_sale,3,23,semi_equipped,False,False,True,24.0,True,125.0,115.0,238.0,3.0,False,to_be_done_up
10660142,HOUSE,HOUSE,Lede,East Flanders,9340,219000,residential_sale,3,32,installed,,False,True,,True,450.0,170.0,564.0,3.0,False,to_be_done_up
10660214,HOUSE,HOUSE,Gent,East Flanders,9000,272000,residential_sale,3,14,usa_installed,False,False,,,,,119.0,55.0,2.0,False,good
10660333,HOUSE,HOUSE,Russeignies,Hainaut,7750,275000,residential_sale,5,22,installed,False,False,True,80.0,True,210.0,172.0,818.0,4.0,False,good
10659704,HOUSE,HOUSE,Dendermonde,East Flanders,9200,599000,residential_sale,4,48,installed,,True,,,True,,378.0,571.0,3.0,,to_be_done_up
10493036,HOUSE,HOUSE,Knokke-Heist,West Flanders,8300,1250000,residential_sale,5,0,usa_hyper_equipped,False,False,True,,,,182.0,145.0,2.0,False,good
10671473,HOUSE,HOUSE,Asse Zellik,Flemish Brabant,1731,485000,residential_sale,6,41,hyper_equipped,,False,True,,True,701.0,290.0,701.0,2.0,False,to_be_done_up
10671527,HOUSE,HOUSE,Drogenbos,Flemish Brabant,1620,495000,residential_sale,3,39,installed,,True,True,,,,161.0,303.0,3.0,,good
10672355,HOUSE,HOUSE,Auderghem,Brussels,1160,549000,residential_sale,5,36,installed,False,False,True,18.0,,,200.0,94.0,3.0,False,good
10671672,HOUSE,HOUSE,Woluwe-Saint-Pierre,Brussels,1150,795000,residential_sale,4,45,hyper_equipped,False,False,True,,True,300.0,185.0,392.0,3.0,False,good
10673633,HOUSE,HOUSE,Etterbeek,Brussels,1040,1295000,residential_sale,6,30,installed,False,False,True,15.0,True,,400.0,380.0,2.0,,good
10658676,HOUSE,HOUSE,Huy,Liège,4500,189000,residential_sale,3,30,installed,,True,,,True,2300.0,150.0,2450.0,2.0,,just_renovated
10658683,HOUSE,HOUSE,Seraing,Liège,4100,199000,residential_sale,4,25,installed,False,False,True,108.0,True,28.0,125.0,229.0,2.0,False,good
10658498,HOUSE,HOUSE,Leuven,Flemish Brabant,3010,379000,residential_sale,3,27,installed,,False,,,True,73.0,111.0,131.0,2.0,False,good
10657873,HOUSE,HOUSE,Rixensart,Walloon Brabant,1330,399000,residential_sale,3,32,semi_equipped,False,False,True,15.0,True,333.0,173.0,428.0,3.0,False,to_renovate
10659534,HOUSE,HOUSE,Dendermonde,East Flanders,9200,599000,residential_sale,4,48,installed,,True,,,True,,378.0,571.0,3.0,,to_be_done_up
10658482,HOUSE,HOUSE,Watermael-Boitsfort,Brussels,1170,1100000,residential_sale,4,0,usa_hyper_equipped,False,False,True,,True,60.0,248.0,150.0,2.0,False,as_new
10668883,HOUSE,HOUSE,Beersel,Flemish Brabant,1650,495000,residential_sale,3,39,installed,,True,True,,,,161.0,303.0,3.0,,good
10675364,HOUSE,HOUSE,Wezembeek-Oppem,Flemish Brabant,1970,460000,residential_sale,3,25,usa_hyper_equipped,False,False,True,20.0,True,110.0,120.0,227.0,2.0,False,good
10675441,HOUSE,HOUSE,Woluwe-Saint-Pierre,Brussels,1150,599000,residential_sale,4,24,installed,False,False,True,,True,50.0,203.0,258.0,3.0,False,good
10676922,HOUSE,HOUSE,Schilde,Antwerp,2970,655000,residential_sale,2,0,installed,,True,,,,,235.0,930.0,4.0,,as_new
10671060,APARTMENT,APARTMENT,Huy,Liège,4500,250000,residential_sale,3,33,installed,,True,True,,,,98.0,0.0,,,good
10668605,APARTMENT,APARTMENT,Blankenberge,West Flanders,8370,289000,residential_sale,2,0,installed,True,True,True,,,,68.0,,,,good
10669125,APARTMENT,APARTMENT,Gent Sint-Denijs-Westrem,East Flanders,9051,325000,residential_sale,2,31,installed,False,False,True,15.0,,,91.0,,2.0,False,to_be_done_up
10670349,APARTMENT,APARTMENT,Evere,Brussels,1140,385000,residential_sale,2,40,hyper_equipped,False,False,True,10.0,,,92.0,0.0,2.0,False,just_renovated
10611828,APARTMENT,PENTHOUSE,Embourg,Liège,4053,399000,residential_sale,3,30,installed,,True,True,20.0,,,145.0,0.0,3.0,,good
10611827,APARTMENT,APARTMENT,Embourg,Liège,4053,399000,residential_sale,3,30,installed,,True,True,20.0,,,145.0,0.0,3.0,,good
10668885,APARTMENT,APARTMENT,Antwerp,Antwerp,2000,425000,residential_sale,3,0,usa_hyper_equipped,,False,True,10.0,,,108.0,,2.0,,good
10670895,APARTMENT,PENTHOUSE,Uccle,Brussels,1180,595000,residential_sale,3,46,installed,,True,True,15.0,,,133.0,0.0,2.0,,good
10588500,APARTMENT,LOFT,Brussels City,Brussels,1000,1250000,residential_sale,3,40,hyper_equipped,False,False,True,114.0,,,366.0,,4.0,,as_new
10675358,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,Brussels,1080,180000,residential_sale,1,0,installed,False,False,,,,,71.0,0.0,2.0,False,to_be_done_up
10677271,APARTMENT,APARTMENT,Schoten,Antwerp,2900,209000,residential_sale,2,0,semi_equipped,,True,True,2.0,,,95.0,,2.0,,to_be_done_up
10675329,APARTMENT,APARTMENT,Jette,Brussels,1090,230000,residential_sale,3,33,installed,False,False,True,8.0,,,117.0,0.0,2.0,False,to_be_done_up
10677803,APARTMENT,APARTMENT,Deurne,Antwerp,2100,259000,residential_sale,2,38,installed,,True,True,6.0,,,106.0,,3.0,,to_be_done_up
10677713,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,270000,residential_sale,1,25,hyper_equipped,False,False,True,17.0,,,65.0,0.0,2.0,False,good
10676485,APARTMENT,PENTHOUSE,Bruxelles,Brussels,1000,309000,residential_sale,1,0,usa_installed,,False,,,,,80.0,0.0,3.0,False,as_new
10676483,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,349000,residential_sale,2,0,usa_installed,,False,True,5.0,,,97.0,0.0,3.0,False,as_new
10676484,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,350000,residential_sale,2,0,usa_installed,,False,True,9.0,,,104.0,0.0,3.0,False,as_new
10676496,APARTMENT,PENTHOUSE,Bruxelles,Brussels,1000,390000,residential_sale,2,0,hyper_equipped,,False,True,8.0,,,94.0,0.0,4.0,False,as_new
10677557,APARTMENT,APARTMENT,Ixelles,Brussels,1050,599000,residential_sale,4,60,semi_equipped,False,False,True,2.0,,,180.0,0.0,2.0,False,to_renovate
10676501,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,746000,residential_sale,3,0,hyper_equipped,,False,True,14.0,,,161.0,0.0,4.0,False,as_new
10675409,APARTMENT,DUPLEX,Woluwe-Saint-Pierre,Brussels,1150,1095000,residential_sale,5,0,usa_hyper_equipped,False,False,True,15.0,,,300.0,0.0,2.0,False,as_new
10668584,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,Brussels,1080,129000,residential_sale,1,19,installed,False,False,True,10.0,,,35.0,0.0,2.0,,good
10666536,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,345000,residential_sale,2,33,semi_equipped,,True,True,3.0,,,95.0,0.0,2.0,,good
10666535,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,345000,residential_sale,1,33,semi_equipped,,True,True,3.0,,,95.0,0.0,2.0,,good
10666607,APARTMENT,DUPLEX,Drongen,East Flanders,9031,349000,residential_sale,2,40,usa_installed,False,False,True,9.0,,,118.0,0.0,3.0,False,good
10666879,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,365000,residential_sale,5,21,installed,False,False,,,,,134.0,0.0,2.0,False,good
10666278,APARTMENT,DUPLEX,Watermael-Boitsfort,Brussels,1170,620000,residential_sale,2,50,usa_hyper_equipped,False,False,True,40.0,,,160.0,0.0,2.0,False,as_new
10674310,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,250000,residential_sale,2,33,installed,False,False,True,7.0,,,86.0,,2.0,False,good
10674311,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,250000,residential_sale,2,33,installed,False,False,True,7.0,,,86.0,,2.0,False,good
10674312,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,250000,residential_sale,2,33,installed,False,False,True,7.0,,,86.0,,2.0,False,good
10675403,HOUSE,MIXED_USE_BUILDING,Brussels,Brussels,1000,1475000,residential_sale,6,0,0,False,False,True,100.0,True,200.0,518.0,330.0,2.0,False,to_renovate
10657583,HOUSE,HOUSE,Rixensart Genval,Walloon Brabant,1332,485000,residential_sale,3,12,semi_equipped,False,False,,,True,88.0,148.0,232.0,3.0,False,good
10657514,HOUSE,HOUSE,Waterloo,Walloon Brabant,1410,549000,residential_sale,4,30,installed,False,False,True,25.0,True,230.0,207.0,464.0,3.0,False,good
10657515,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,549000,residential_sale,4,30,installed,False,False,True,25.0,True,230.0,207.0,464.0,3.0,False,good
10666296,HOUSE,HOUSE,Mettet,Namur,5640,250000,residential_sale,4,50,semi_equipped,,True,True,30.0,True,1400.0,135.0,1651.0,4.0,,to_be_done_up
10666292,HOUSE,HOUSE,FRAIRE,Namur,5650,250000,residential_sale,4,50,semi_equipped,,True,True,30.0,True,1400.0,135.0,1651.0,4.0,,to_be_done_up
10666836,HOUSE,HOUSE,Gooik,Flemish Brabant,1755,329000,residential_sale,2,0,semi_equipped,,True,,,,,167.0,402.0,4.0,,to_be_done_up
10667243,HOUSE,HOUSE,Herent,Flemish Brabant,3020,370000,residential_sale,3,0,semi_equipped,,True,,,True,151.0,181.0,265.0,3.0,,to_be_done_up
10668184,HOUSE,HOUSE,ELSEGEM,East Flanders,9790,395000,residential_sale,4,0,installed,,True,,,True,,192.0,620.0,4.0,,just_renovated
10667814,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,695000,residential_sale,6,50,installed,,True,,,True,900.0,300.0,1100.0,4.0,,as_new
10667169,HOUSE,HOUSE,Etterbeek,Brussels,1040,780000,residential_sale,5,15,hyper_equipped,,False,True,3.0,True,33.0,233.0,100.0,2.0,False,to_be_done_up
10667873,HOUSE,HOUSE,Uccle,Brussels,1180,780000,residential_sale,4,0,hyper_equipped,False,False,True,13.0,True,90.0,172.0,180.0,2.0,False,good
10666826,HOUSE,EXCEPTIONAL_PROPERTY,Kampenhout,Flemish Brabant,1910,795000,residential_sale,4,100,usa_hyper_equipped,,False,True,,True,1172.0,445.0,1663.0,3.0,False,good
10674610,HOUSE,HOUSE,Harelbeke,West Flanders,8530,339000,residential_sale,3,0,installed,,True,True,,,,160.0,359.0,3.0,,good
10673917,HOUSE,HOUSE,Forest,Brussels,1190,499000,residential_sale,3,0,installed,False,False,True,,,,230.0,70.0,2.0,False,to_be_done_up
10673958,HOUSE,VILLA,Braine-l'Alleud,Walloon Brabant,1420,650000,residential_sale,6,41,hyper_equipped,False,True,True,,True,,240.0,998.0,4.0,True,good
10678717,HOUSE,CHALET,Froidchapelle,Hainaut,6440,75000,residential_sale,2,14,installed,False,False,True,15.0,True,190.0,60.0,250.0,4.0,True,good
10622580,HOUSE,HOUSE,Pont-a-Celles,Hainaut,6230,169500,residential_sale,3,16,semi_equipped,False,False,True,10.0,True,70.0,100.0,154.0,2.0,False,good
10678887,HOUSE,HOUSE,Lede,East Flanders,9340,249000,residential_sale,3,32,installed,False,False,True,9.0,,,125.0,82.0,2.0,False,good
10679056,HOUSE,HOUSE,Liège,Liège,4000,349000,residential_sale,4,0,installed,False,False,True,,True,230.0,157.0,330.0,3.0,False,good
10678925,HOUSE,HOUSE,Aalst,East Flanders,9300,389000,residential_sale,3,39,hyper_equipped,False,False,True,,,,186.0,220.0,2.0,False,to_be_done_up
10679211,HOUSE,HOUSE,Habay Marbehan,Luxembourg,6724,440000,residential_sale,6,59,usa_installed,False,False,True,,,,255.0,774.0,4.0,True,good
10678845,HOUSE,HOUSE,Tervuren,Flemish Brabant,3080,935000,residential_sale,5,54,installed,False,False,True,28.0,True,800.0,295.0,1362.0,4.0,False,good
10321179,HOUSE,HOUSE,Crisnée,Liège,4367,138000,residential_sale,2,18,not_installed,False,False,True,16.0,,,120.0,90.0,3.0,False,to_renovate
10656932,HOUSE,VILLA,Beersel,Flemish Brabant,1652,529000,residential_sale,3,32,hyper_equipped,False,False,True,15.0,True,310.0,146.0,530.0,4.0,False,good
10656226,HOUSE,HOUSE,Rhode-Saint-Genese,Flemish Brabant,1640,639000,residential_sale,3,30,usa_hyper_equipped,False,False,True,80.0,True,150.0,205.0,476.0,3.0,True,as_new
10657189,HOUSE,HOUSE,Ixelles,Brussels,1050,995000,residential_sale,5,50,hyper_equipped,False,True,True,20.0,True,,235.0,81.0,2.0,,good
10664407,HOUSE,HOUSE,COUTISSE,Namur,5300,295000,residential_sale,3,0,installed,,True,True,,True,,150.0,1192.0,4.0,,good
10663932,HOUSE,HOUSE,Braine-l'Alleud,Walloon Brabant,1420,595000,residential_sale,5,18,hyper_equipped,False,False,True,25.0,True,200.0,203.0,366.0,3.0,False,just_renovated
10663610,HOUSE,APARTMENT_BLOCK,Saint-Gilles,Brussels,1060,650000,residential_sale,6,50,hyper_equipped,False,False,,,,,225.0,78.0,2.0,False,as_new
10674309,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,270000,residential_sale,2,33,installed,False,False,True,7.0,,,86.0,,2.0,False,good
10674670,APARTMENT,APARTMENT,Dendermonde,East Flanders,9200,339000,residential_sale,2,0,installed,,True,True,6.0,,,92.0,,2.0,,good
10663786,APARTMENT,APARTMENT,Seraing,Liège,4100,160000,residential_sale,2,26,installed,False,False,True,16.0,,,65.0,,2.0,False,to_be_done_up
10663948,APARTMENT,FLAT_STUDIO,Mechelen,Antwerp,2800,174000,residential_sale,0,22,installed,,False,True,16.0,,,34.0,,2.0,,as_new
10663652,APARTMENT,APARTMENT,Tubize,Walloon Brabant,1480,179000,residential_sale,1,28,usa_hyper_equipped,False,False,True,4.0,,,61.0,0.0,2.0,False,good
10665158,APARTMENT,FLAT_STUDIO,Molenbeek-Saint-Jean,Brussels,1080,180000,residential_sale,0,27,usa_hyper_equipped,False,False,True,5.0,,,43.0,0.0,2.0,False,as_new
10664225,APARTMENT,APARTMENT,Dilbeek,Flemish Brabant,1700,265000,residential_sale,2,40,usa_hyper_equipped,False,False,True,5.0,,,105.0,0.0,2.0,False,good
10663620,APARTMENT,APARTMENT,VICHTE,West Flanders,8570,362500,residential_sale,4,0,installed,,True,,,True,,345.0,,2.0,,to_be_done_up
10663906,APARTMENT,APARTMENT,Uccle,Brussels,1180,380000,residential_sale,2,35,usa_hyper_equipped,False,False,True,10.0,,,85.0,0.0,3.0,False,as_new
10664791,APARTMENT,APARTMENT,Antwerp,Antwerp,2000,695000,residential_sale,2,0,usa_hyper_equipped,False,False,True,8.0,,,117.0,0.0,2.0,,as_new
10570763,APARTMENT,APARTMENT,Brussels City,Brussels,1000,745000,residential_sale,3,67,hyper_equipped,False,False,True,27.0,,,190.0,,2.0,False,as_new
10673039,APARTMENT,PENTHOUSE,Uccle,Brussels,1180,520000,residential_sale,3,40,hyper_equipped,False,False,True,15.0,,,120.0,0.0,2.0,False,as_new
10677494,APARTMENT,APARTMENT,Forest,Brussels,1190,135000,residential_sale,1,21,installed,False,False,True,2.0,,,60.0,0.0,2.0,False,to_renovate
10677229,APARTMENT,APARTMENT,Huy,Liège,4500,269500,residential_sale,2,0,installed,,True,,,,,90.0,0.0,2.0,,as_new
10660108,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,425000,residential_sale,3,33,installed,False,False,True,8.0,,,137.0,0.0,3.0,False,as_new
10659994,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,495000,residential_sale,4,38,installed,False,False,True,30.0,,,160.0,0.0,,False,good
10671544,APARTMENT,APARTMENT,Schaerbeek,Brussels,1030,180000,residential_sale,2,22,semi_equipped,False,False,,,,,87.0,0.0,2.0,,to_renovate
10671323,APARTMENT,APARTMENT,Anderlecht,Brussels,1070,199990,residential_sale,2,28,semi_equipped,False,False,True,17.0,,,80.0,0.0,2.0,False,good
10672104,APARTMENT,APARTMENT,Etterbeek,Brussels,1040,315000,residential_sale,2,25,usa_hyper_equipped,False,False,True,9.0,,,70.0,0.0,,False,good
10672353,APARTMENT,APARTMENT,Middelkerke,West Flanders,8430,375000,residential_sale,1,0,installed,True,True,True,,,,65.0,,2.0,,good
