id,type of property,subtype of property,locality,province,postalCode,price,type of sale,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10276621,APARTMENT,SERVICE_FLAT,Assebroek,West Flanders,8310,199000,residential_sale,2,47,0,False,False,True,,,,98.0,,,False,to_be_done_up
10596927,APARTMENT,APARTMENT,Wetteren,East Flanders,9230,199000,residential_sale,3,0,0,,False,,,True,22.0,88.0,0.0,3.0,,good
10622829,APARTMENT,APARTMENT,Deurne,Antwerp,2100,199500,residential_sale,2,24,hyper_equipped,False,False,,,,,85.0,,2.0,False,good
10614748,APARTMENT,APARTMENT,Merksem,Antwerp,2170,205000,residential_sale,2,26,0,,True,True,9.0,,,67.0,0.0,3.0,,good
10576654,APARTMENT,APARTMENT,Wetteren,East Flanders,9230,205000,residential_sale,2,0,installed,,False,,,,,89.0,0.0,2.0,False,good
10624599,APARTMENT,APARTMENT,Liège,Liège,4000,210000,residential_sale,2,44,0,,True,,,,,105.0,0.0,2.0,,0
10605068,APARTMENT,FLAT_STUDIO,Uccle,Brussels,1180,215000,residential_sale,0,35,installed,False,False,True,30.0,,,45.0,,,False,to_be_done_up
10470821,APARTMENT,APARTMENT,Anzegem,West Flanders,8570,218000,residential_sale,1,0,installed,,True,True,30.0,,,60.0,0.0,,,good
10591459,APARTMENT,APARTMENT,Vilvoorde,Flemish Brabant,1800,219000,residential_sale,2,34,hyper_equipped,False,False,,,,,90.0,0.0,2.0,False,good
10641610,APARTMENT,APARTMENT,Deurne,Antwerp,2100,219500,residential_sale,2,30,usa_hyper_equipped,False,False,True,,,,90.0,0.0,,False,as_new
10591778,APARTMENT,FLAT_STUDIO,Uccle,Brussels,1180,220000,residential_sale,0,15,usa_installed,,True,,,,,40.0,0.0,,,0
10618276,APARTMENT,APARTMENT,Willebroek,Antwerp,2830,220000,residential_sale,1,0,0,,True,,,,,100.0,0.0,,,to_renovate
10625045,APARTMENT,APARTMENT,Gent,East Flanders,9000,220000,residential_sale,1,0,0,,False,,,,,65.0,,,False,as_new
10501845,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,225000,residential_sale,1,0,0,,False,,,,,,0.0,,,good
10344771,APARTMENT,APARTMENT,Strombeek-Bever,Flemish Brabant,1853,229000,residential_sale,1,0,installed,,False,True,15.0,,,60.0,0.0,2.0,False,just_renovated
10479152,APARTMENT,APARTMENT,Oostende,West Flanders,8400,229000,residential_sale,2,23,installed,,False,,,,,66.0,,,False,as_new
10382509,APARTMENT,FLAT_STUDIO,BRUXELLES,Brussels,1000,230000,residential_sale,0,47,installed,,True,,,,,60.0,0.0,2.0,,as_new
10610207,APARTMENT,APARTMENT,Koksijde,West Flanders,8670,230000,residential_sale,1,0,usa_installed,True,False,True,,,,65.0,,,False,good
10340471,APARTMENT,APARTMENT,Boom,Antwerp,2850,232000,residential_sale,2,34,0,False,False,True,8.0,True,,80.0,,,False,as_new
10624598,APARTMENT,APARTMENT,Liège,Liège,4000,235000,residential_sale,2,41,0,,True,True,30.0,,,137.0,0.0,2.0,,0
10637417,APARTMENT,APARTMENT,Antwerpen,Antwerp,2170,237500,residential_sale,2,33,semi_equipped,,False,True,3.0,True,180.0,95.0,0.0,3.0,False,as_new
10591462,APARTMENT,APARTMENT,Vilvoorde,Flemish Brabant,1800,238000,residential_sale,2,34,hyper_equipped,False,False,,,,,90.0,0.0,2.0,False,good
10250661,APARTMENT,APARTMENT,Jette,Brussels,1090,239000,residential_sale,2,23,semi_equipped,False,False,,,,,99.0,0.0,2.0,,good
10560723,HOUSE,HOUSE,Sprimont,Liège,4140,299000,residential_sale,3,29,usa_hyper_equipped,False,False,True,55.0,,,166.0,154.0,3.0,False,as_new
10619572,HOUSE,HOUSE,Eupen,Liège,4700,299000,residential_sale,3,41,installed,False,False,True,12.0,,,186.0,0.0,3.0,False,as_new
10517346,HOUSE,HOUSE,Jumet,Hainaut,6040,299000,residential_sale,3,47,installed,,True,True,20.0,True,,155.0,315.0,3.0,,good
10622579,HOUSE,COUNTRY_COTTAGE,Buzet,Hainaut,6230,299000,residential_sale,2,58,semi_equipped,False,False,True,40.0,True,1140.0,255.0,1316.0,4.0,False,to_be_done_up
10613761,HOUSE,HOUSE,Buzet,Hainaut,6230,299000,residential_sale,3,48,usa_installed,False,False,True,40.0,True,350.0,220.0,470.0,2.0,False,as_new
10248413,HOUSE,HOUSE,Luttre,Hainaut,6238,299000,residential_sale,3,24,installed,False,False,True,,True,250.0,200.0,386.0,2.0,False,good
10645676,HOUSE,TOWN_HOUSE,Gijzegem,East Flanders,9300,299000,residential_sale,3,36,installed,False,False,True,,,,137.0,141.0,2.0,False,good
10639807,HOUSE,HOUSE,MARBAIS,Walloon Brabant,1495,300000,residential_sale,3,45,usa_hyper_equipped,,True,True,26.0,True,,192.0,352.0,3.0,,just_renovated
10580423,HOUSE,HOUSE,Menen,West Flanders,8930,300000,residential_sale,3,0,semi_equipped,,True,True,22.0,True,2035.0,216.0,2217.0,3.0,,to_renovate
10590889,HOUSE,HOUSE,Crisnée,Liège,4367,305000,residential_sale,3,34,installed,False,False,,,,,136.0,923.0,4.0,False,to_renovate
10628088,HOUSE,HOUSE,Marchin,Liège,4570,309000,residential_sale,4,40,0,,True,True,33.0,True,778.0,279.0,1002.0,4.0,,to_restore
10616569,HOUSE,HOUSE,Liège,Liège,4020,310000,residential_sale,5,34,installed,,False,True,,,,221.0,152.0,3.0,False,as_new
10621668,HOUSE,HOUSE,AUVELAIS,Namur,5060,310000,residential_sale,3,27,installed,,True,,,,,162.0,400.0,3.0,,good
10568140,HOUSE,HOUSE,Vilvorde,Flemish Brabant,1800,312000,residential_sale,2,33,semi_equipped,,True,True,16.0,True,56.0,130.0,72.0,2.0,False,just_renovated
10549156,HOUSE,HOUSE,OOIGEM,West Flanders,8710,315000,residential_sale,3,0,installed,,True,True,,,,245.0,640.0,2.0,,good
10435611,HOUSE,VILLA,Gougnies,Hainaut,6280,319000,residential_sale,4,35,installed,False,False,True,20.0,True,450.0,172.0,568.0,4.0,False,good
10479685,HOUSE,VILLA,Le Roeulx,Hainaut,7070,319000,residential_sale,2,0,installed,False,False,True,,,,138.0,885.0,4.0,False,as_new
10605770,HOUSE,HOUSE,Fleurus,Hainaut,6220,325000,residential_sale,3,35,semi_equipped,,True,,,,,150.0,1189.0,4.0,,to_be_done_up
10550792,HOUSE,HOUSE,Trazegnies,Hainaut,6183,329000,residential_sale,4,49,semi_equipped,False,False,,,True,1300.0,240.0,1400.0,3.0,False,as_new
10454139,HOUSE,HOUSE,Linkebeek,Flemish Brabant,1630,330000,residential_sale,4,40,0,,True,,,,,170.0,379.0,,,good
10491536,HOUSE,HOUSE,Diest,Flemish Brabant,3290,330000,residential_sale,3,0,installed,,True,True,,True,,153.0,215.0,3.0,,0
10399370,HOUSE,COUNTRY_COTTAGE,VAUDIGNIES,Hainaut,7950,330000,residential_sale,3,18,installed,,True,True,,True,,288.0,2950.0,3.0,,good
10548677,HOUSE,HOUSE,SINT-PIETERS-LEEUW,Flemish Brabant,1600,335000,residential_sale,3,27,semi_equipped,,True,True,15.0,True,171.0,145.0,405.0,3.0,,to_renovate
10562170,HOUSE,HOUSE,Ophain-Bois-Seigneur-Isaac,Walloon Brabant,1421,340000,residential_sale,3,36,installed,,True,True,,,,177.0,315.0,2.0,,good
10600447,HOUSE,APARTMENT_BLOCK,Arlon,Luxembourg,6700,340000,residential_sale,5,0,not_installed,,True,,,True,,347.0,290.0,3.0,,to_renovate
10600446,HOUSE,HOUSE,Arlon,Luxembourg,6700,340000,residential_sale,5,0,not_installed,,True,,,True,,347.0,290.0,3.0,,to_renovate
10600445,HOUSE,MIXED_USE_BUILDING,Arlon,Luxembourg,6700,340000,residential_sale,5,0,not_installed,,True,,,True,,347.0,290.0,3.0,,to_renovate
10512984,HOUSE,HOUSE,Wakken,West Flanders,8720,344500,residential_sale,2,0,semi_equipped,,True,,,,,500.0,600.0,2.0,,good
10358868,HOUSE,HOUSE,Grez-Doiceau,Walloon Brabant,1390,345000,residential_sale,3,19,0,,True,True,,True,,140.0,559.0,4.0,,0
10358847,HOUSE,HOUSE,Grez-Doiceau,Walloon Brabant,1390,345000,residential_sale,4,32,installed,,True,True,,True,,210.0,388.0,2.0,,0
10603113,APARTMENT,APARTMENT,Jodoigne,Walloon Brabant,1370,239000,residential_sale,2,20,installed,,True,,,,,75.0,0.0,0.0,,0
10457468,APARTMENT,APARTMENT,Bredene,West Flanders,8450,239000,residential_sale,3,28,installed,,False,True,4.0,,,82.0,,,False,as_new
10566921,APARTMENT,FLAT_STUDIO,Brussel,Brussels,1000,240000,residential_sale,0,0,0,True,False,True,2.0,,,,0.0,,False,as_new
10455665,APARTMENT,DUPLEX,Heusden-Zolder,Limburg,3550,240000,residential_sale,3,0,hyper_equipped,False,False,True,,,,131.0,0.0,3.0,False,good
10641611,APARTMENT,APARTMENT,Deurne,Antwerp,2100,244500,residential_sale,2,30,usa_hyper_equipped,False,False,True,,,,90.0,0.0,,False,as_new
10633684,APARTMENT,DUPLEX,Westende,West Flanders,8434,245000,residential_sale,2,0,hyper_equipped,True,False,,,,,76.0,0.0,2.0,False,good
10585312,APARTMENT,APARTMENT,Denderleeuw,East Flanders,9470,245000,residential_sale,2,44,installed,,False,True,6.0,,,105.0,0.0,2.0,,as_new
10587880,APARTMENT,APARTMENT,Oudenaarde,East Flanders,9700,245000,residential_sale,2,32,0,False,False,True,,True,,91.0,,2.0,False,as_new
9552584,APARTMENT,APARTMENT,Gistel,West Flanders,8470,248000,residential_sale,2,0,hyper_equipped,False,False,True,9.0,,,93.0,,,False,as_new
10425228,APARTMENT,APARTMENT,Vilvoorde,Flemish Brabant,1800,249000,residential_sale,1,32,installed,False,False,,,,,65.0,0.0,2.0,False,good
10496796,APARTMENT,APARTMENT,Mol,Antwerp,2400,249000,residential_sale,3,36,installed,False,False,True,16.0,,,,,,False,good
10557106,APARTMENT,APARTMENT,Mortsel,Antwerp,2640,249000,residential_sale,2,0,usa_hyper_equipped,False,False,True,,,,100.0,,3.0,,good
10624846,APARTMENT,APARTMENT,Dentergem,West Flanders,8720,249000,residential_sale,2,0,installed,False,False,True,,,,115.0,,,False,as_new
10549055,APARTMENT,APARTMENT,Wetteren,East Flanders,9230,249000,residential_sale,1,30,hyper_equipped,,False,True,7.0,,,76.0,0.0,2.0,False,as_new
10579043,APARTMENT,APARTMENT,Nazareth,East Flanders,9810,249000,residential_sale,2,34,0,False,False,True,9.0,True,,95.0,,2.0,False,as_new
10606222,APARTMENT,APARTMENT,EEKLO,East Flanders,9900,249000,residential_sale,2,0,installed,False,False,True,,,,115.0,0.0,2.0,False,good
10571626,APARTMENT,APARTMENT,Zonhoven,Limburg,3520,249500,residential_sale,2,0,hyper_equipped,False,False,True,,,,115.0,0.0,2.0,False,good
10396976,APARTMENT,APARTMENT,Ieper,West Flanders,8900,250000,residential_sale,2,34,installed,,False,True,6.0,,,95.0,0.0,,False,as_new
10363586,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,251500,residential_sale,1,22,usa_installed,,False,,,,,60.0,0.0,2.0,False,good
10561190,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,255000,residential_sale,1,25,hyper_equipped,False,False,True,2.0,,,63.0,0.0,,False,good
10639570,APARTMENT,FLAT_STUDIO,Leuven,Flemish Brabant,3000,255000,residential_sale,1,0,hyper_equipped,False,False,,,,,26.0,0.0,,False,just_renovated
10409001,APARTMENT,APARTMENT,Veldegem,West Flanders,8210,255000,residential_sale,2,28,installed,False,False,True,3.0,,,71.0,0.0,,False,as_new
10365023,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,256500,residential_sale,1,22,usa_installed,,False,,,,,60.0,0.0,2.0,False,good
10511795,APARTMENT,APARTMENT,Roeselare,West Flanders,8800,259000,residential_sale,2,0,hyper_equipped,False,False,True,11.0,,,95.0,,,False,as_new
10600184,APARTMENT,APARTMENT,Antwerpen,Antwerp,2170,260000,residential_sale,2,0,usa_installed,,False,True,3.0,,,85.0,0.0,2.0,False,just_renovated
10643320,APARTMENT,APARTMENT,Ixelles,Brussels,1050,265000,residential_sale,1,22,hyper_equipped,False,False,,,,,54.0,0.0,2.0,False,good
10511796,APARTMENT,APARTMENT,Roeselare,West Flanders,8800,265000,residential_sale,2,0,hyper_equipped,False,False,True,,,,93.0,,,False,as_new
10478268,APARTMENT,APARTMENT,Harelbeke,West Flanders,8530,268000,residential_sale,2,0,hyper_equipped,,False,True,18.0,,,113.0,0.0,1.0,False,good
10519897,APARTMENT,APARTMENT,Liege,Liège,4000,269000,residential_sale,2,30,0,False,False,True,5.0,,,82.0,0.0,2.0,,good
10572232,APARTMENT,APARTMENT,Bredene,West Flanders,8450,269000,residential_sale,3,0,installed,False,False,,,,,115.0,,,False,as_new
10215639,HOUSE,HOUSE,MONT-SAINT-GUIBERT,Walloon Brabant,1435,345000,residential_sale,3,40,installed,,True,True,20.0,,,115.0,286.0,3.0,,good
10615881,HOUSE,TOWN_HOUSE,Wilrijk,Antwerp,2610,345000,residential_sale,2,25,installed,,True,,,True,39.0,149.0,102.0,2.0,,0
10213041,HOUSE,HOUSE,SINT-JOOST-TEN-NODE,Brussels,1210,349000,residential_sale,8,28,semi_equipped,,True,True,20.0,,,160.0,60.0,2.0,,good
10638085,HOUSE,MANSION,Borgerhout,Antwerp,2140,349000,residential_sale,5,31,0,,True,,,True,27.0,184.0,100.0,2.0,,to_renovate
10638068,HOUSE,HOUSE,Borgerhout,Antwerp,2140,349000,residential_sale,5,31,0,,True,,,True,27.0,184.0,100.0,2.0,,to_renovate
10599680,HOUSE,HOUSE,Hoboken,Antwerp,2660,349000,residential_sale,3,45,installed,,True,,,,,195.0,395.0,2.0,,to_be_done_up
10562460,HOUSE,HOUSE,Hoboken,Antwerp,2660,349000,residential_sale,2,0,semi_equipped,,True,True,,True,72.0,237.0,168.0,2.0,,to_renovate
10387006,HOUSE,VILLA,Huy,Liège,4500,349000,residential_sale,2,41,installed,,True,True,15.0,True,792.0,131.0,910.0,4.0,,good
10461977,HOUSE,HOUSE,Falisolle,Namur,5060,349000,residential_sale,4,30,semi_equipped,False,False,True,40.0,True,325.0,291.0,758.0,2.0,False,just_renovated
10623685,HOUSE,HOUSE,MONCEAU-EN-ARDENNE,Namur,5555,349000,residential_sale,4,0,installed,,True,,,True,,140.0,1070.0,3.0,,as_new
10505088,HOUSE,HOUSE,Dottignies,Hainaut,7711,349000,residential_sale,5,0,installed,,True,,,,,297.0,561.0,2.0,,just_renovated
10639486,HOUSE,HOUSE,Assebroek,West Flanders,8310,349000,residential_sale,4,0,installed,False,False,True,,,,295.0,218.0,2.0,False,to_be_done_up
9310597,HOUSE,VILLA,Ottignies,Walloon Brabant,1340,350000,residential_sale,3,30,semi_equipped,,True,True,,True,,133.0,772.0,4.0,,to_renovate
10642062,HOUSE,HOUSE,LASNE-CHAPELLE-SAINT-LAMBERT,Walloon Brabant,1380,350000,residential_sale,2,33,semi_equipped,,True,,,True,188.0,156.0,360.0,4.0,,to_renovate
10447772,HOUSE,HOUSE,Merchtem,Flemish Brabant,1785,350000,residential_sale,2,0,semi_equipped,,True,True,,True,,140.0,85.0,2.0,,to_be_done_up
10627873,HOUSE,HOUSE,Mechelen,Antwerp,2800,350000,residential_sale,2,0,semi_equipped,,True,,,,,123.0,80.0,2.0,,good
10197116,HOUSE,APARTMENT_BLOCK,Liège,Liège,4000,350000,residential_sale,6,0,0,,True,,,,,230.0,74.0,2.0,,just_renovated
10466125,HOUSE,APARTMENT_BLOCK,Seraing,Liège,4101,350000,residential_sale,5,20,installed,False,False,,,,,250.0,192.0,2.0,False,as_new
10619190,HOUSE,BUNGALOW,Aywaille,Liège,4920,350000,residential_sale,3,39,semi_equipped,False,False,True,,,,184.0,2148.0,4.0,False,to_be_done_up
10600049,HOUSE,HOUSE,MOIGNELÉE,Namur,5060,350000,residential_sale,3,31,installed,,True,True,18.0,True,600.0,140.0,702.0,4.0,,just_renovated
10315891,HOUSE,HOUSE,Arlon,Luxembourg,6700,350000,residential_sale,3,0,semi_equipped,,True,,,True,,251.0,363.0,2.0,,to_renovate
10644828,HOUSE,HOUSE,CURFOZ,Luxembourg,6832,350000,residential_sale,5,0,installed,,True,True,,,,202.0,4820.0,4.0,,0
10617819,HOUSE,HOUSE,Onze-Lieve-Vrouw-Waver,Antwerp,2861,359000,residential_sale,3,0,semi_equipped,,True,True,,True,,207.0,305.0,2.0,,to_renovate
10575835,HOUSE,HOUSE,Grace-Hollogne,Liège,4460,359000,residential_sale,3,18,installed,False,False,True,220.0,True,70.0,121.0,792.0,3.0,False,good
10641951,HOUSE,HOUSE,Wetteren,East Flanders,9230,360000,residential_sale,4,22,installed,,True,True,,True,155.0,182.0,289.0,2.0,,good
10358851,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,365000,residential_sale,5,19,usa_installed,,True,True,,True,,170.0,450.0,2.0,,0
10601320,HOUSE,HOUSE,Hoboken,Antwerp,2660,365000,residential_sale,4,47,installed,,True,,,True,230.0,190.0,330.0,2.0,,good
10597081,HOUSE,HOUSE,Torgny,Luxembourg,6767,365000,residential_sale,4,21,installed,False,False,True,50.0,True,530.0,236.0,823.0,2.0,False,good
10282409,HOUSE,HOUSE,Zellik,Flemish Brabant,1731,369000,residential_sale,3,21,hyper_equipped,False,False,True,,,,109.0,370.0,4.0,,to_be_done_up
10484221,HOUSE,HOUSE,Overijse,Flemish Brabant,3090,369000,residential_sale,3,30,hyper_equipped,False,False,True,12.0,True,135.0,115.0,224.0,2.0,False,to_be_done_up
10374724,APARTMENT,APARTMENT,Jette,Brussels,1090,270000,residential_sale,2,40,installed,False,False,True,,,,116.0,,,,good
10550340,APARTMENT,APARTMENT,Turnhout,Antwerp,2300,270000,residential_sale,2,0,installed,,True,True,23.0,,,113.0,,2.0,,0
10509828,APARTMENT,APARTMENT,Zwijndrecht,Antwerp,2070,274000,residential_sale,2,30,installed,,False,True,16.0,,,79.0,0.0,2.0,False,as_new
10229487,APARTMENT,APARTMENT,Brugge,West Flanders,8000,274680,residential_sale,2,0,installed,,True,True,7.0,,,88.0,0.0,2.0,,0
10608561,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,Brussels,1150,275000,residential_sale,2,27,0,False,False,True,16.0,,,76.0,0.0,4.0,,to_be_done_up
10273610,APARTMENT,APARTMENT,Uccle,Brussels,1180,275000,residential_sale,2,30,0,,True,,,,,74.0,0.0,3.0,,good
10621718,APARTMENT,APARTMENT,Forest,Brussels,1190,275000,residential_sale,2,35,installed,,True,True,15.0,,,100.0,0.0,,,good
10519565,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,Brussels,1200,275000,residential_sale,1,25,hyper_equipped,False,False,True,2.0,,,63.0,0.0,,False,good
10554363,APARTMENT,APARTMENT,Antwerpen,Antwerp,2000,275000,residential_sale,1,0,hyper_equipped,,False,,,,,,0.0,2.0,False,just_renovated
10638009,APARTMENT,APARTMENT,Antwerpen,Antwerp,2018,275000,residential_sale,2,0,hyper_equipped,,False,True,2.0,,,72.0,0.0,2.0,False,good
10364237,APARTMENT,APARTMENT,Merelbeke,East Flanders,9820,275000,residential_sale,2,20,0,False,False,,,,,77.0,,2.0,False,as_new
10634852,APARTMENT,APARTMENT,Forest,Brussels,1190,279000,residential_sale,2,0,semi_equipped,False,False,True,3.0,,,98.0,0.0,2.0,,to_renovate
10504219,APARTMENT,SERVICE_FLAT,Halle,Flemish Brabant,1500,279000,residential_sale,2,0,0,,False,,,,,100.0,0.0,,False,good
10550941,APARTMENT,APARTMENT,Edegem,Antwerp,2650,279000,residential_sale,2,0,0,,False,True,14.0,,,97.0,0.0,2.0,,good
8318012,APARTMENT,APARTMENT,Tielt,West Flanders,8700,279000,residential_sale,2,26,installed,,False,,,,,70.0,,,False,good
10445577,APARTMENT,GROUND_FLOOR,Brugge,West Flanders,8000,280000,residential_sale,1,0,hyper_equipped,False,False,True,,True,60.0,84.0,,,False,as_new
10633317,APARTMENT,APARTMENT,Uccle,Brussels,1180,285000,residential_sale,2,0,0,False,False,True,,,,77.0,0.0,3.0,,to_be_done_up
10632482,APARTMENT,APARTMENT,SART-TILMAN,Liège,4031,285000,residential_sale,2,0,installed,,True,True,4.0,,,80.0,0.0,,,0
10616213,APARTMENT,APARTMENT,Lier,Antwerp,2500,295000,residential_sale,2,34,installed,False,False,True,8.0,True,,85.0,,,False,as_new
10084483,APARTMENT,PENTHOUSE,PÂTURAGES,Hainaut,7340,295000,residential_sale,2,55,installed,,True,,,,,90.0,0.0,2.0,,good
10575974,APARTMENT,APARTMENT,Watermael-Boitsfort,Brussels,1170,299000,residential_sale,2,28,0,False,False,True,17.0,,,73.0,0.0,4.0,,good
10640317,APARTMENT,APARTMENT,Oostende,West Flanders,8400,299000,residential_sale,2,34,installed,True,False,True,1.0,,,100.0,0.0,3.0,False,to_be_done_up
10629481,APARTMENT,APARTMENT,Aalter,East Flanders,9880,299000,residential_sale,2,24,installed,,False,True,7.0,,,90.0,,,False,as_new
10585888,APARTMENT,APARTMENT,Antwerpen Berchem,Antwerp,2600,299500,residential_sale,3,27,usa_hyper_equipped,False,False,True,18.0,,,103.0,,2.0,,just_renovated
10622391,APARTMENT,APARTMENT,Evere,Brussels,1140,302000,residential_sale,1,30,usa_hyper_equipped,False,False,True,25.0,,,91.0,0.0,2.0,False,as_new
10488122,APARTMENT,APARTMENT,Brussels City,Brussels,1000,310000,residential_sale,1,0,usa_hyper_equipped,False,False,,,,,75.0,0.0,4.0,False,as_new
10368079,APARTMENT,APARTMENT,Jette,Brussels,1090,310000,residential_sale,3,31,semi_equipped,False,False,True,4.0,,,110.0,0.0,2.0,,good
10448208,APARTMENT,APARTMENT,Bruxelles,Brussels,1000,315000,residential_sale,1,0,usa_hyper_equipped,,False,,,,,53.0,0.0,2.0,False,as_new
10598429,APARTMENT,APARTMENT,Gent,East Flanders,9000,315000,residential_sale,2,0,semi_equipped,,True,,,,,84.0,,2.0,,just_renovated
10530893,APARTMENT,APARTMENT,Sijsele,West Flanders,8340,319000,residential_sale,2,0,hyper_equipped,,False,True,,,,108.0,,2.0,,as_new
10639004,HOUSE,HOUSE,Courcelles,Hainaut,6180,369000,residential_sale,3,37,installed,False,False,True,20.0,True,320.0,176.0,409.0,4.0,False,as_new
10594241,HOUSE,HOUSE,Mélin,Walloon Brabant,1370,370000,residential_sale,2,48,usa_hyper_equipped,,True,True,20.0,True,,121.0,358.0,2.0,,0
10464677,HOUSE,VILLA,Waterloo,Walloon Brabant,1410,375000,residential_sale,2,0,installed,,True,True,,,,120.0,484.0,4.0,,to_renovate
10618314,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,379000,residential_sale,3,45,installed,False,False,True,9.0,True,257.0,180.0,361.0,2.0,False,good
10592559,HOUSE,HOUSE,ITEGEM,Antwerp,2222,385000,residential_sale,3,0,semi_equipped,,True,True,40.0,True,230.0,204.0,0.0,3.0,,good
10411648,HOUSE,HOUSE,Etalle,Luxembourg,6740,387500,residential_sale,4,37,0,,True,True,50.0,True,,143.0,858.0,3.0,,0
10534173,HOUSE,HOUSE,Pont-à-Celles,Hainaut,6230,389000,residential_sale,5,36,installed,False,False,True,40.0,True,700.0,285.0,904.0,3.0,False,good
10617719,HOUSE,HOUSE,Lokeren,East Flanders,9160,390000,residential_sale,3,0,0,,True,,,,,200.0,655.0,4.0,,0
10591129,HOUSE,HOUSE,Putte,Antwerp,2580,393000,residential_sale,3,0,0,,True,True,20.0,True,300.0,159.0,712.0,4.0,False,0
10580400,HOUSE,HOUSE,Bornem,Antwerp,2880,395000,residential_sale,3,0,installed,,True,True,,,,200.0,399.0,2.0,,good
10644103,HOUSE,HOUSE,Overijse,Flemish Brabant,3090,395000,residential_sale,3,32,installed,False,False,True,35.0,,,150.0,615.0,3.0,False,good
10538144,HOUSE,HOUSE,Trois-ponts,Liège,4980,395000,residential_sale,5,0,installed,False,False,True,,,,348.0,1102.0,3.0,False,good
10614829,HOUSE,VILLA,HAN-SUR-LESSE,Namur,5580,395000,residential_sale,4,0,semi_equipped,,True,,,True,,184.0,1241.0,4.0,,good
10334913,HOUSE,VILLA,Soignies,Hainaut,7060,395000,residential_sale,4,0,semi_equipped,,True,,,True,,165.0,709.0,4.0,,0
10549111,HOUSE,HOUSE,Wavre,Walloon Brabant,1300,400000,residential_sale,4,60,hyper_equipped,,True,True,10.0,True,300.0,160.0,1044.0,4.0,,good
10605045,HOUSE,HOUSE,Walhain,Walloon Brabant,1457,410000,residential_sale,5,32,semi_equipped,,False,,,,,196.0,2000.0,3.0,False,to_be_done_up
10621549,HOUSE,BUNGALOW,Kessel-Lo,Flemish Brabant,3010,415000,residential_sale,2,40,0,,True,True,25.0,True,623.0,180.0,623.0,4.0,,to_be_done_up
10621547,HOUSE,HOUSE,Kessel-Lo,Flemish Brabant,3010,415000,residential_sale,2,40,0,,True,True,25.0,True,623.0,180.0,623.0,4.0,,to_be_done_up
10377703,HOUSE,HOUSE,SINT-ELOOIS-VIJVE,West Flanders,8793,420000,residential_sale,5,0,installed,,True,,,,,430.0,247.0,3.0,,good
10377700,HOUSE,MIXED_USE_BUILDING,SINT-ELOOIS-VIJVE,West Flanders,8793,420000,residential_sale,5,0,installed,,True,,,,,430.0,247.0,3.0,,good
10648029,HOUSE,HOUSE,Blankenberge,West Flanders,8370,425000,residential_sale,4,0,installed,True,True,,,,,111.0,0.0,2.0,,good
10633030,HOUSE,HOUSE,Jambes,Namur,5100,429000,residential_sale,2,44,installed,False,False,True,55.0,True,815.0,120.0,1000.0,4.0,False,good
10637846,HOUSE,HOUSE,Rixensart,Walloon Brabant,1330,430000,residential_sale,2,37,semi_equipped,,False,True,,,,103.0,1166.0,4.0,False,to_renovate
10030756,HOUSE,HOUSE,Beersel,Flemish Brabant,1650,430000,residential_sale,4,30,usa_installed,False,False,True,20.0,True,475.0,260.0,717.0,3.0,,to_be_done_up
10635707,HOUSE,MANSION,Chênée,Liège,4032,430000,residential_sale,4,32,not_installed,,True,True,13.0,True,,326.0,848.0,3.0,,to_renovate
10635702,HOUSE,HOUSE,Chênée,Liège,4032,430000,residential_sale,4,32,not_installed,,True,True,13.0,True,,326.0,848.0,3.0,,to_renovate
10472660,HOUSE,HOUSE,Wolvertem,Flemish Brabant,1861,435000,residential_sale,3,0,installed,,True,True,,True,,261.0,0.0,3.0,,to_be_done_up
10620572,HOUSE,HOUSE,Putte,Antwerp,2580,435000,residential_sale,3,0,installed,,True,True,37.0,True,200.0,175.0,0.0,3.0,,good
10544537,HOUSE,MANSION,Liege,Liège,4000,435000,residential_sale,4,0,installed,False,False,True,55.0,,,251.0,0.0,2.0,False,as_new
10546631,HOUSE,HOUSE,Duffel,Antwerp,2570,439000,residential_sale,3,44,installed,,True,,,True,,214.0,202.0,2.0,,good
10602039,APARTMENT,APARTMENT,Sijsele,West Flanders,8340,319000,residential_sale,2,0,hyper_equipped,,False,True,,,,108.0,,2.0,,as_new
10305654,APARTMENT,GROUND_FLOOR,Jette,Brussels,1090,322875,residential_sale,1,30,usa_hyper_equipped,False,False,True,10.0,True,25.0,99.0,0.0,3.0,False,as_new
10605097,APARTMENT,APARTMENT,Watermael-Boitsfort,Brussels,1170,325000,residential_sale,2,0,0,False,False,True,17.0,,,68.0,0.0,3.0,,as_new
10519721,APARTMENT,APARTMENT,Antwerp,Antwerp,2018,325000,residential_sale,3,40,usa_hyper_equipped,False,False,True,,,,108.0,0.0,2.0,False,good
10508607,APARTMENT,APARTMENT,Antwerp,Antwerp,2020,325000,residential_sale,3,40,usa_hyper_equipped,False,False,True,,,,108.0,0.0,2.0,False,good
