type of property,subtype of property,province,locality,postalCode,price,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
APARTMENT,APARTMENT,Brussels,Bruxelles,1020.0,169000.0,1,16,0.0,0.0,0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Brakel,9660.0,169999.0,3,16,1.0,0.0,0,1.0,0.0,1.0,230.0,184.0,397.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Frameries,7080.0,97500.0,5,16,0.0,0.0,0,0.0,0.0,0.0,0.0,133.0,80.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,Brussels,Saint-Gilles,1060.0,790000.0,5,16,1.0,0.0,0,0.0,0.0,0.0,0.0,350.0,130.0,2.0,0,1
HOUSE,HOUSE,Liège,Liege,4000.0,145000.0,3,16,1.0,0.0,0,1.0,12.0,0.0,0.0,105.0,110.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Anderlecht,1070.0,158000.0,1,17,1.0,0.0,0,1.0,16.0,0.0,0.0,57.0,0.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Beloeil,7970.0,125000.0,2,17,1.0,0.0,1,1.0,0.0,0.0,0.0,100.0,178.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Etterbeek,1040.0,180000.0,1,17,0.0,0.0,0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,0,0
HOUSE,HOUSE,Brussels,Bruxelles,1020.0,460000.0,4,17,1.0,0.0,0,1.0,0.0,0.0,0.0,210.0,225.0,2.0,0,1
HOUSE,HOUSE,Antwerp,St-Katelijne-Waver,2860.0,445000.0,4,17,1.0,0.0,0,1.0,15.0,0.0,0.0,160.0,316.0,2.0,0,1
HOUSE,HOUSE,Liège,Amay,4540.0,249500.0,2,17,1.0,0.0,1,1.0,20.0,1.0,1337.0,125.0,1562.0,3.0,0,1
HOUSE,HOUSE,Liège,Liège,4000.0,180000.0,2,17,1.0,0.0,0,1.0,28.0,0.0,0.0,66.0,55.0,3.0,0,1
HOUSE,HOUSE,Hainaut,Wanfercée-Baulet,6224.0,85000.0,2,17,0.0,0.0,1,0.0,0.0,1.0,100.0,91.0,250.0,3.0,0,0
HOUSE,HOUSE,Flemish Brabant,Beersel,1650.0,298000.0,3,17,0.0,0.0,1,0.0,0.0,0.0,0.0,271.0,349.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Woluwe-Saint-Lambert,1200.0,240000.0,1,17,1.0,0.0,0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Liege,4030.0,120000.0,2,17,1.0,0.0,0,1.0,28.0,0.0,0.0,92.0,102.0,2.0,0,0
HOUSE,HOUSE,Liège,Trooz,4870.0,159000.0,5,17,0.0,0.0,0,0.0,0.0,1.0,200.0,170.0,415.0,3.0,0,0
HOUSE,HOUSE,Liège,Sprimont,4140.0,349000.0,4,17,1.0,0.0,0,1.0,30.0,1.0,120.0,175.0,311.0,3.0,0,0
HOUSE,HOUSE,West Flanders,Langemark-Poelkapelle,8920.0,370000.0,4,17,1.0,0.0,0,1.0,0.0,1.0,0.0,247.0,731.0,3.0,0,1
HOUSE,HOUSE,Liège,Hannut Crehen,4280.0,275000.0,3,17,0.0,0.0,0,1.0,40.0,1.0,360.0,170.0,481.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Evere,1140.0,215000.0,2,17,1.0,0.0,0,1.0,3.0,0.0,0.0,70.0,0.0,2.0,0,1
HOUSE,VILLA,Namur,NATOYE,5360.0,320000.0,3,17,1.0,0.0,1,1.0,0.0,1.0,603.0,146.0,603.0,4.0,0,0
HOUSE,HOUSE,East Flanders,Gentbrugge,9050.0,299000.0,2,17,1.0,0.0,0,1.0,6.0,0.0,0.0,120.0,66.0,2.0,0,0
HOUSE,BUNGALOW,East Flanders,Herzele,9550.0,395000.0,3,17,1.0,0.0,0,1.0,0.0,0.0,0.0,210.0,719.0,4.0,0,1
HOUSE,HOUSE,Hainaut,Charleroi Jumet,6040.0,169000.0,5,17,1.0,0.0,0,1.0,40.0,0.0,0.0,203.0,100.0,2.0,0,1
APARTMENT,PENTHOUSE,Brussels,Uccle,1180.0,220000.0,1,17,0.0,0.0,0,1.0,19.0,0.0,0.0,41.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Liege,4000.0,99000.0,4,17,0.0,0.0,0,0.0,0.0,0.0,0.0,123.0,60.0,3.0,0,0
HOUSE,HOUSE,West Flanders,Ichtegem,8480.0,190000.0,2,17,1.0,0.0,0,1.0,0.0,1.0,0.0,116.0,183.0,4.0,0,1
HOUSE,HOUSE,Liège,Verviers,4800.0,139000.0,6,17,0.0,0.0,0,0.0,0.0,0.0,0.0,180.0,66.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Evere,1140.0,215000.0,2,17,1.0,0.0,0,1.0,3.0,0.0,0.0,70.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Trooz,4870.0,139000.0,3,17,0.0,0.0,0,1.0,10.0,1.0,80.0,100.0,2221.0,3.0,0,0
APARTMENT,APARTMENT,Brussels,Etterbeek,1040.0,185000.0,1,17,0.0,0.0,0,0.0,0.0,0.0,0.0,61.0,0.0,2.0,0,0
HOUSE,MANOR_HOUSE,Hainaut,Wanfercée-Baulet,6224.0,85000.0,2,17,0.0,0.0,1,0.0,0.0,1.0,100.0,91.0,250.0,3.0,0,0
HOUSE,CHALET,Liège,Aywaille,4920.0,215000.0,4,17,1.0,0.0,0,1.0,0.0,1.0,374.0,117.0,942.0,4.0,0,1
HOUSE,VILLA,Liège,Blegny,4670.0,435000.0,5,17,1.0,0.0,1,1.0,50.0,0.0,0.0,215.0,1079.0,4.0,0,0
HOUSE,HOUSE,Luxembourg,Saint-Leger,6747.0,270000.0,3,17,0.0,0.0,0,1.0,0.0,1.0,100.0,170.0,244.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,Anderlecht,1070.0,540000.0,2,17,1.0,0.0,0,1.0,0.0,0.0,0.0,280.0,139.0,2.0,0,0
HOUSE,VILLA,Flemish Brabant,Vilvoorde,1800.0,430000.0,3,17,0.0,0.0,0,1.0,40.0,1.0,400.0,132.0,623.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Eeklo,9900.0,203000.0,3,17,1.0,0.0,0,1.0,12.0,0.0,0.0,125.0,75.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Saint-Léger,6747.0,230000.0,3,17,1.0,0.0,0,1.0,0.0,1.0,675.0,115.0,770.0,3.0,0,1
HOUSE,HOUSE,Hainaut,Saint-Ghislain,7333.0,175000.0,3,17,1.0,0.0,0,1.0,18.0,1.0,70.0,126.0,173.0,2.0,0,1
HOUSE,HOUSE,Liège,Aywaille,4920.0,215000.0,4,17,1.0,0.0,0,1.0,0.0,1.0,374.0,117.0,706.0,4.0,0,1
HOUSE,HOUSE,Luxembourg,Virton Ruette,6760.0,280000.0,3,17,0.0,0.0,0,1.0,40.0,1.0,600.0,156.0,920.0,4.0,0,1
HOUSE,HOUSE,Liège,Liège,4000.0,110000.0,3,17,0.0,0.0,1,1.0,25.0,0.0,0.0,85.0,77.0,2.0,0,0
HOUSE,HOUSE,West Flanders,Rekkem,8930.0,239000.0,3,17,1.0,0.0,0,1.0,0.0,0.0,0.0,145.0,0.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Tienen,3300.0,150000.0,3,17,0.0,0.0,0,0.0,0.0,1.0,60.0,115.0,149.0,2.0,0,0
HOUSE,HOUSE,Flemish Brabant,Huizingen,1654.0,298000.0,3,17,0.0,0.0,1,0.0,0.0,0.0,0.0,271.0,349.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,385000.0,2,17,1.0,0.0,0,1.0,2.0,0.0,0.0,85.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Namur,AISCHE-EN-REFAIL,5310.0,150000.0,1,17,1.0,0.0,1,0.0,0.0,0.0,0.0,60.0,0.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Hoegaarden,3320.0,268500.0,3,17,1.0,0.0,0,1.0,30.0,1.0,100.0,160.0,370.0,3.0,0,1
HOUSE,HOUSE,East Flanders,GENTBRUGGE,9050.0,298000.0,3,17,0.0,0.0,1,0.0,0.0,1.0,53.0,168.0,151.0,2.0,0,0
APARTMENT,FLAT_STUDIO,Brussels,Schaerbeek,1030.0,110000.0,1,17,1.0,0.0,1,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,Liège,Herstal,4040.0,515000.0,3,17,0.0,0.0,0,1.0,14.0,0.0,0.0,136.0,2209.0,3.0,0,0
HOUSE,VILLA,Namur,Doische,5680.0,198000.0,4,18,1.0,0.0,0,1.0,20.0,1.0,760.0,180.0,862.0,4.0,0,0
HOUSE,HOUSE,Luxembourg,Mabompré,6663.0,385000.0,5,18,1.0,0.0,0,1.0,30.0,1.0,1044.0,201.0,1246.0,4.0,1,1
HOUSE,HOUSE,East Flanders,Stekene,9190.0,475000.0,4,18,1.0,0.0,0,1.0,15.0,1.0,320.0,171.0,476.0,4.0,0,1
HOUSE,FARMHOUSE,Namur,Beauraing Pondrôme,5574.0,229000.0,3,18,0.0,0.0,0,0.0,0.0,1.0,1395.0,150.0,1395.0,3.0,0,0
HOUSE,HOUSE,Luxembourg,Libin Transinne,6890.0,249000.0,2,18,0.0,0.0,0,0.0,0.0,1.0,1208.0,134.0,1208.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Ghlin,7011.0,195000.0,4,18,1.0,0.0,0,1.0,86.0,1.0,966.0,223.0,1167.0,3.0,0,0
HOUSE,HOUSE,Brussels,Evere,1140.0,549000.0,2,18,0.0,0.0,0,1.0,25.0,1.0,699.0,102.0,815.0,3.0,0,0
HOUSE,MIXED_USE_BUILDING,Brussels,Anderlecht,1070.0,1050000.0,7,18,1.0,0.0,0,1.0,8.0,0.0,0.0,400.0,457.0,2.0,0,0
HOUSE,HOUSE,Namur,Namur Flawinne,5020.0,295000.0,3,18,0.0,0.0,0,1.0,0.0,1.0,516.0,144.0,516.0,4.0,0,1
HOUSE,HOUSE,Hainaut,Chatelet,6060.0,149000.0,2,18,1.0,0.0,0,0.0,0.0,1.0,240.0,100.0,290.0,3.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Walloon Brabant,Nivelles,1400.0,460000.0,7,18,1.0,0.0,0,1.0,30.0,1.0,174.0,273.0,300.0,2.0,0,1
APARTMENT,DUPLEX,Brussels,Molenbeek-Saint-Jean,1080.0,310000.0,3,18,1.0,0.0,0,0.0,0.0,0.0,0.0,150.0,0.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Braine-le-Comte,7090.0,375000.0,4,18,0.0,0.0,1,1.0,20.0,1.0,420.0,224.0,320.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Gentbrugge,9050.0,368000.0,3,18,1.0,0.0,0,1.0,100.0,0.0,0.0,150.0,187.0,2.0,0,1
APARTMENT,GROUND_FLOOR,Brussels,Molenbeek-Saint-Jean,1080.0,325000.0,2,18,1.0,0.0,0,0.0,0.0,1.0,104.0,101.0,0.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Walloon Brabant,Nivelles,1400.0,460000.0,7,18,1.0,0.0,0,1.0,30.0,1.0,174.0,273.0,300.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,410000.0,3,18,1.0,0.0,0,0.0,0.0,0.0,0.0,128.0,0.0,4.0,0,1
HOUSE,HOUSE,Flemish Brabant,Gooik,1755.0,435000.0,3,18,0.0,0.0,1,1.0,0.0,0.0,0.0,225.0,1606.0,4.0,0,0
HOUSE,VILLA,Flemish Brabant,Rhode-Saint-Genèse,1640.0,2590000.0,5,18,1.0,0.0,0,1.0,100.0,0.0,0.0,590.0,1918.0,4.0,1,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,950000.0,5,18,1.0,0.0,0,1.0,24.0,1.0,97.0,310.0,216.0,2.0,0,1
HOUSE,HOUSE,Brussels,Forest,1190.0,950000.0,5,18,1.0,0.0,0,1.0,24.0,1.0,97.0,310.0,216.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Ottignies-louvain-la-neuve,1348.0,475000.0,3,18,1.0,0.0,0,1.0,32.0,1.0,195.0,123.0,253.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Jette,1090.0,195000.0,1,18,0.0,0.0,0,1.0,2.0,0.0,0.0,75.0,0.0,2.0,0,0
HOUSE,HOUSE,Brussels,Uccle,1180.0,898000.0,4,18,1.0,0.0,1,1.0,30.0,0.0,0.0,208.0,150.0,3.0,0,1
HOUSE,HOUSE,Hainaut,Charleroi,6041.0,199900.0,4,18,0.0,0.0,0,0.0,0.0,1.0,100.0,229.0,200.0,2.0,0,0
HOUSE,HOUSE,Liège,Seraing,4101.0,179000.0,3,18,0.0,0.0,0,1.0,60.0,1.0,110.0,115.0,195.0,2.0,0,0
HOUSE,HOUSE,Luxembourg,Paliseul,6850.0,149000.0,4,18,0.0,0.0,0,1.0,12.0,1.0,200.0,200.0,340.0,4.0,0,0
HOUSE,HOUSE,Walloon Brabant,La Hulpe,1310.0,365000.0,3,18,0.0,0.0,0,1.0,0.0,0.0,0.0,165.0,629.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Molenbeek-Saint-Jean,1080.0,270000.0,2,18,1.0,0.0,0,0.0,0.0,0.0,0.0,103.0,0.0,3.0,0,1
HOUSE,HOUSE,Limburg,Tessenderlo,3980.0,214000.0,4,18,1.0,0.0,1,1.0,10.0,1.0,1000.0,119.0,1681.0,4.0,0,0
HOUSE,HOUSE,Liège,Seraing,4100.0,125000.0,2,18,1.0,0.0,0,0.0,0.0,0.0,0.0,61.0,50.0,2.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,795000.0,3,18,1.0,0.0,0,1.0,15.0,1.0,114.0,133.0,500.0,3.0,0,1
HOUSE,HOUSE,Walloon Brabant,Waterloo,1410.0,350000.0,1,18,1.0,0.0,0,1.0,20.0,1.0,579.0,92.0,637.0,3.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,Woluwe-Saint-Lambert,1200.0,795000.0,3,18,1.0,0.0,0,1.0,15.0,1.0,114.0,133.0,500.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Lievegem,9950.0,389000.0,4,18,1.0,0.0,0,1.0,25.0,1.0,60.0,200.0,177.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Braine-l'Alleud,1420.0,595000.0,5,18,1.0,0.0,0,1.0,25.0,1.0,200.0,203.0,366.0,3.0,0,1
APARTMENT,SERVICE_FLAT,East Flanders,Merelbeke,9820.0,139900.0,1,18,0.0,0.0,1,0.0,0.0,1.0,0.0,44.0,0.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Flemish Brabant,Oud-Heverlee,3050.0,425000.0,3,18,1.0,0.0,0,1.0,0.0,1.0,300.0,278.0,457.0,3.0,0,1
HOUSE,MIXED_USE_BUILDING,West Flanders,Brugge Sint-Michiels,8200.0,795000.0,3,18,1.0,0.0,0,1.0,12.0,1.0,180.0,350.0,619.0,4.0,0,1
HOUSE,HOUSE,Hainaut,Pont-à-Celles,6230.0,115000.0,1,18,1.0,1.0,0,1.0,10.0,1.0,100.0,117.0,240.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Gouy-lez-Piéton,6181.0,115000.0,1,18,1.0,1.0,0,1.0,10.0,1.0,100.0,117.0,240.0,2.0,0,0
HOUSE,HOUSE,Walloon Brabant,Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,1421.0,595000.0,5,18,1.0,0.0,0,1.0,25.0,1.0,200.0,203.0,366.0,3.0,0,1
HOUSE,HOUSE,Liège,Crisnée,4367.0,138000.0,2,18,0.0,0.0,0,1.0,16.0,0.0,0.0,120.0,90.0,3.0,0,0
HOUSE,HOUSE,Walloon Brabant,COURT-SAINT-ETIENNE,1490.0,350000.0,3,18,0.0,0.0,1,1.0,0.0,1.0,0.0,165.0,300.0,3.0,0,1
HOUSE,HOUSE,Brussels,Ixelles,1050.0,790000.0,4,18,1.0,0.0,0,0.0,0.0,0.0,0.0,221.0,98.0,2.0,0,0
HOUSE,HOUSE,Liège,Trooz,4870.0,139000.0,4,18,0.0,0.0,0,0.0,0.0,1.0,150.0,185.0,360.0,3.0,0,0
HOUSE,COUNTRY_COTTAGE,Hainaut,VAUDIGNIES,7950.0,330000.0,3,18,1.0,0.0,1,1.0,0.0,1.0,0.0,288.0,2950.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Saint-Gilles,1060.0,745000.0,4,18,1.0,0.0,0,0.0,0.0,0.0,0.0,280.0,76.0,2.0,0,1
HOUSE,HOUSE,Liège,Embourg,4053.0,449000.0,3,18,1.0,0.0,0,1.0,25.0,1.0,400.0,170.0,590.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Ronse,9600.0,135000.0,5,18,1.0,0.0,0,0.0,0.0,0.0,0.0,162.0,60.0,2.0,0,1
HOUSE,HOUSE,Brussels,Molenbeek-Saint-Jean,1080.0,449000.0,4,18,1.0,0.0,0,1.0,16.0,0.0,0.0,137.0,68.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Ronse,9600.0,209000.0,3,18,1.0,0.0,0,1.0,20.0,1.0,80.0,132.0,180.0,2.0,0,1
HOUSE,CHALET,Namur,Somme-Leuze,5377.0,75000.0,2,18,0.0,0.0,0,1.0,7.0,1.0,234.0,44.0,287.0,4.0,0,1
APARTMENT,APARTMENT,Hainaut,Charleroi,6000.0,75000.0,1,18,0.0,0.0,0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Merksem,2170.0,392500.0,5,18,1.0,0.0,1,1.0,35.0,1.0,90.0,125.0,345.0,2.0,0,1
HOUSE,HOUSE,Brussels,Auderghem,1160.0,1195000.0,4,18,1.0,0.0,0,1.0,20.0,1.0,600.0,200.0,725.0,3.0,0,0
APARTMENT,DUPLEX,Brussels,Bruxelles,1000.0,420000.0,2,18,1.0,0.0,0,0.0,0.0,0.0,0.0,115.0,0.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Hainaut,Neufmaison,7332.0,330000.0,3,18,1.0,0.0,1,1.0,0.0,1.0,0.0,288.0,2950.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Erpe-Mere,9420.0,299000.0,4,18,1.0,0.0,0,1.0,0.0,1.0,0.0,200.0,182.0,3.0,0,1
HOUSE,HOUSE,Liège,Grace-Hollogne,4460.0,359000.0,3,18,1.0,0.0,0,1.0,220.0,1.0,70.0,121.0,792.0,3.0,0,1
HOUSE,HOUSE,Hainaut,Charleroi Roux,6044.0,169000.0,3,18,0.0,0.0,0,1.0,10.0,1.0,120.0,135.0,230.0,3.0,0,0
HOUSE,HOUSE,Walloon Brabant,Genval,1332.0,385000.0,3,18,1.0,0.0,0,1.0,15.0,1.0,60.0,122.0,132.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Mechelen,2800.0,189000.0,2,18,0.0,0.0,1,1.0,5.0,0.0,0.0,69.0,50.0,2.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Saint-Gilles,1060.0,1250000.0,6,18,1.0,0.0,0,1.0,171.0,1.0,297.0,354.0,147.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Perwez,1360.0,299000.0,3,18,0.0,0.0,0,0.0,0.0,1.0,100.0,134.0,1968.0,2.0,0,1
HOUSE,HOUSE,Liège,SAINT-GEORGES-SUR-MEUSE,4470.0,165000.0,3,19,0.0,0.0,1,1.0,30.0,1.0,150.0,110.0,785.0,3.0,0,1
HOUSE,HOUSE,Liège,Ougrée,4102.0,169000.0,4,19,0.0,0.0,1,1.0,11.0,0.0,0.0,128.0,85.0,2.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,East Flanders,Gent,9000.0,548000.0,3,19,1.0,0.0,1,1.0,49.0,0.0,0.0,128.0,127.0,2.0,0,1
HOUSE,HOUSE,Liège,Liège,4000.0,90000.0,2,19,0.0,0.0,1,0.0,0.0,1.0,40.0,131.0,98.0,3.0,0,0
HOUSE,HOUSE,Walloon Brabant,Wavre,1300.0,365000.0,5,19,1.0,0.0,1,1.0,0.0,1.0,0.0,170.0,450.0,2.0,0,0
HOUSE,MIXED_USE_BUILDING,Liège,Seraing,4100.0,140000.0,2,19,0.0,0.0,0,0.0,0.0,0.0,0.0,75.0,90.0,2.0,0,1
HOUSE,HOUSE,Liège,Fléron,4621.0,329000.0,3,19,1.0,0.0,0,1.0,35.0,1.0,135.0,137.0,294.0,2.0,0,1
APARTMENT,APARTMENT,Luxembourg,Athus,6791.0,189000.0,1,19,1.0,0.0,0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Halle,1502.0,339000.0,3,19,0.0,0.0,0,0.0,0.0,0.0,0.0,203.0,1200.0,4.0,0,0
HOUSE,HOUSE,Antwerp,Hoboken,2660.0,439000.0,3,19,1.0,0.0,1,0.0,0.0,1.0,135.0,184.0,234.0,2.0,0,1
HOUSE,HOUSE,Liège,Herstal,4040.0,169000.0,4,19,0.0,0.0,1,1.0,25.0,1.0,170.0,121.0,228.0,3.0,0,0
HOUSE,HOUSE,East Flanders,Aalst,9300.0,259000.0,3,19,1.0,0.0,0,1.0,0.0,0.0,0.0,130.0,200.0,2.0,0,1
HOUSE,HOUSE,Liège,Aywaille,4920.0,230000.0,2,19,0.0,0.0,0,1.0,0.0,1.0,91.0,152.0,230.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Charleroi Gilly,6060.0,179000.0,3,19,1.0,0.0,0,0.0,0.0,0.0,0.0,140.0,240.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Sint-Lievens-Houtem,9520.0,185000.0,3,19,1.0,0.0,0,1.0,25.0,1.0,0.0,125.0,290.0,2.0,0,0
HOUSE,VILLA,Walloon Brabant,Jodoigne,1370.0,499000.0,4,19,1.0,0.0,0,1.0,0.0,0.0,0.0,210.0,2616.0,4.0,1,1
HOUSE,HOUSE,Antwerp,Antwerp,2060.0,239000.0,5,19,1.0,0.0,1,1.0,5.0,0.0,0.0,150.0,56.0,2.0,0,0
HOUSE,HOUSE,Liège,Trooz,4870.0,199000.0,3,19,1.0,0.0,0,1.0,10.0,1.0,100.0,125.0,328.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,420000.0,3,19,1.0,0.0,0,0.0,0.0,0.0,0.0,131.0,0.0,4.0,0,1
HOUSE,HOUSE,Hainaut,Seneffe,7180.0,225000.0,3,19,0.0,0.0,1,1.0,0.0,1.0,0.0,116.0,924.0,3.0,0,0
HOUSE,APARTMENT_BLOCK,Liège,Liege,4000.0,274000.0,1,19,0.0,0.0,0,0.0,0.0,0.0,0.0,169.0,44.0,2.0,0,0
HOUSE,HOUSE,Flemish Brabant,Londerzeel,1840.0,425000.0,3,19,1.0,0.0,1,1.0,195.0,1.0,450.0,190.0,814.0,4.0,0,1
HOUSE,HOUSE,Liège,Vise,4600.0,229000.0,3,19,1.0,0.0,0,1.0,136.0,0.0,0.0,145.0,184.0,3.0,0,1
HOUSE,HOUSE,Walloon Brabant,Chastre,1450.0,270000.0,3,19,0.0,0.0,0,1.0,0.0,1.0,450.0,118.0,752.0,3.0,0,0
HOUSE,HOUSE,Hainaut,La Louviere,7110.0,179000.0,3,19,0.0,0.0,0,1.0,10.0,0.0,0.0,126.0,100.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Molenbeek-Saint-Jean,1080.0,129000.0,1,19,1.0,0.0,0,1.0,10.0,0.0,0.0,35.0,0.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Sint-Niklaas,9100.0,159000.0,2,19,0.0,0.0,0,1.0,9.0,0.0,0.0,66.0,42.0,2.0,0,0
HOUSE,HOUSE,Antwerp,Mechelen-Zuid,2800.0,315000.0,2,19,1.0,0.0,0,0.0,0.0,0.0,0.0,172.0,189.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Vichte,8570.0,219500.0,2,19,1.0,0.0,0,0.0,0.0,1.0,22.0,122.0,83.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Liège,Comblain-au-Pont,4170.0,299000.0,3,19,0.0,0.0,0,1.0,0.0,0.0,0.0,164.0,397.0,4.0,0,0
HOUSE,HOUSE,Brussels,Uccle,1180.0,750000.0,6,19,0.0,0.0,0,1.0,0.0,1.0,170.0,320.0,360.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Ganshoren,1083.0,250000.0,2,19,1.0,0.0,0,1.0,5.0,0.0,0.0,95.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Ougrée,4102.0,169000.0,5,19,0.0,0.0,1,1.0,11.0,0.0,0.0,128.0,85.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,Saint-Josse-ten-Noode,1210.0,530000.0,3,20,0.0,0.0,0,0.0,0.0,0.0,0.0,250.0,110.0,2.0,0,0
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,550000.0,4,20,0.0,0.0,0,1.0,28.0,1.0,720.0,240.0,1400.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Etterbeek,1040.0,225000.0,1,20,0.0,0.0,0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,0,0
HOUSE,HOUSE,Hainaut,LA LOUVIÈRE,7100.0,69000.0,1,20,0.0,0.0,1,0.0,0.0,1.0,220.0,82.0,283.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,Brussels,Ixelles,1050.0,490000.0,4,20,0.0,0.0,0,1.0,13.0,0.0,0.0,264.0,90.0,3.0,0,0
HOUSE,HOUSE,Luxembourg,Aubange,6790.0,450000.0,5,20,1.0,0.0,0,1.0,0.0,1.0,3100.0,240.0,3600.0,4.0,0,1
APARTMENT,APARTMENT,Hainaut,La Louvière,7100.0,133000.0,2,20,0.0,0.0,1,0.0,0.0,0.0,0.0,65.0,0.0,2.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Herent,3020.0,475000.0,2,20,1.0,0.0,0,1.0,90.0,0.0,0.0,130.0,941.0,4.0,0,1
HOUSE,HOUSE,Hainaut,Pont-à-Celles,6230.0,159900.0,3,20,0.0,0.0,0,0.0,0.0,1.0,120.0,120.0,209.0,3.0,0,0
HOUSE,HOUSE,Walloon Brabant,Jodoigne,1370.0,825000.0,3,20,1.0,0.0,1,1.0,0.0,1.0,0.0,210.0,3300.0,4.0,1,0
HOUSE,HOUSE,East Flanders,Erpe-Mere,9420.0,349000.0,3,20,1.0,0.0,0,1.0,130.0,1.0,220.0,130.0,577.0,3.0,0,1
HOUSE,MIXED_USE_BUILDING,East Flanders,Gent,9000.0,380000.0,4,20,1.0,0.0,1,0.0,0.0,0.0,0.0,170.0,45.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Gent,9000.0,380000.0,4,20,1.0,0.0,1,0.0,0.0,0.0,0.0,170.0,45.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Oostende,8400.0,339000.0,3,20,1.0,0.0,0,1.0,25.0,1.0,80.0,153.0,180.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Wezembeek-Oppem,1970.0,349000.0,3,20,1.0,0.0,0,1.0,28.0,1.0,60.0,80.0,170.0,3.0,0,0
HOUSE,HOUSE,Brussels,Ixelles,1050.0,2295000.0,5,20,1.0,0.0,0,1.0,52.0,1.0,70.0,460.0,320.0,2.0,0,1
